Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,8.341984,8.431362,8.282397,8.431362,2.505369,1538900
1990-01-03,8.431362,8.550533,8.371777,8.461155,2.514222,1834700
1990-01-04,8.520741,8.729290,8.490948,8.729290,2.593898,1352200
1990-01-05,8.699497,8.848461,8.580326,8.848461,2.629309,1398800
1990-01-08,8.788876,8.937840,8.759083,8.848461,2.629309,897400
1990-01-09,8.848461,8.848461,8.580326,8.669704,2.576193,1239300
1990-01-10,8.610119,8.669704,8.520741,8.580326,2.549633,563800
1990-01-11,8.580326,8.610119,8.461155,8.520741,2.531927,1088300
1990-01-12,8.341984,8.401569,8.222812,8.371777,2.487662,723200
1990-01-15,8.312191,8.341984,8.252604,8.341984,2.478810,746300
1990-01-16,8.282397,8.520741,8.282397,8.520741,2.531927,1982000
1990-01-17,8.490948,8.490948,8.282397,8.341984,2.478810,1652500
1990-01-18,8.312191,8.520741,8.282397,8.490948,2.523074,1593000
1990-01-19,8.520741,8.520741,8.401569,8.431362,2.505369,1977800
1990-01-22,8.371777,8.461155,8.252604,8.252604,2.452251,1155400
1990-01-23,8.312191,8.371777,8.252604,8.282397,2.461105,1823300
1990-01-24,8.103641,8.193019,7.954677,8.103641,2.407986,1022000
1990-01-25,8.163226,8.163226,7.746128,7.805713,2.319458,779100
1990-01-26,7.805713,8.103641,7.805713,8.103641,2.407986,772300
1990-01-29,8.103641,8.282397,8.073848,8.222812,2.443398,1259500
1990-01-30,8.252604,8.341984,8.193019,8.222812,2.443398,1540200
1990-01-31,8.163226,8.252604,8.103641,8.103641,2.407986,1500300
1990-02-01,8.163226,8.163226,8.103641,8.133433,2.416841,862500
1990-02-02,8.103641,8.133433,8.044055,8.073848,2.399134,1661000
1990-02-05,8.044055,8.222812,8.044055,8.133433,2.416841,1543100
1990-02-06,8.133433,8.222812,8.103641,8.222812,2.443398,1277900
1990-02-07,8.163226,8.401569,8.163226,8.401569,2.496516,1774300
1990-02-08,8.401569,8.580326,8.341984,8.401569,2.496516,1077400
1990-02-09,8.431362,8.490948,8.401569,8.461155,2.514222,830800
1990-02-12,8.401569,8.461155,8.341984,8.341984,2.478810,594500
1990-02-13,8.371777,8.461155,8.341984,8.431362,2.505369,758100
1990-02-14,8.401569,8.490948,8.401569,8.461155,2.514222,921700
1990-02-15,8.371777,8.520741,8.371777,8.490948,2.664800,608300
