ÃÒ¨é¥N½X,Â²ºÙ,¦~¤ë¤é,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,¦¨¥æ¶q,¦¨¥æ­È,³ø¹S²v,¶gÂà²v,¥«­È,³ø¹S²v-Ln
Y1400  ,¯¼ÅÖ         ,19900104,  545.28,  569.71,  545.28,  569.71,   153211,    14038000,   4.4803,   1.9805,      621444,   4.3828
Y1400  ,¯¼ÅÖ         ,19900105,  569.71,  570.91,  569.71,  570.91,   201175,    18229000,   0.2106,   2.6005,      622747,   0.2104
Y1400  ,¯¼ÅÖ         ,19900106,  570.91,  570.91,  562.97,  562.97,   111949,    10736000,  -1.3908,   1.4471,      614087,  -1.4005
Y1400  ,¯¼ÅÖ         ,19900108,  562.97,  566.71,  562.97,  566.71,   190361,    15601000,   0.6643,   2.4607,      618168,   0.6621
Y1400  ,¯¼ÅÖ         ,19900109,  562.97,  562.97,  548.92,  548.92,   159170,    13704000,  -3.1392,   2.0575,      598761,  -3.1895
Y1400  ,¯¼ÅÖ         ,19900110,  548.92,  550.92,  548.92,  550.92,   134580,    13198000,   0.3644,   1.7397,      600945,   0.3637
Y1400  ,¯¼ÅÖ         ,19900111,  550.92,  556.95,  550.92,  556.95,   138884,    13750000,   1.0945,   1.7953,      607523,   1.0886
Y1400  ,¯¼ÅÖ         ,19900112,  556.95,  570.61,  556.95,  570.61,   190671,    16904000,   2.4526,   2.4647,      622421,   2.4230
Y1400  ,¯¼ÅÖ         ,19900113,  570.61,  574.42,  570.61,  574.42,   190289,    16448000,   0.6677,   2.4598,      626579,   0.6655
Y1400  ,¯¼ÅÖ         ,19900115,  574.42,  592.69,  574.42,  592.69,   257954,    22983000,   3.1806,   3.3345,      646511,   3.1311
Y1400  ,¯¼ÅÖ         ,19900116,  592.69,  600.56,  592.69,  600.56,   311629,    26890000,   1.3278,   4.0283,      655093,   1.3191
Y1400  ,¯¼ÅÖ         ,19900117,  600.56,  600.56,  590.74,  590.74,   225041,    18786000,  -1.6351,   2.9090,      644378,  -1.6487
Y1400  ,¯¼ÅÖ         ,19900118,  590.74,  592.90,  590.74,  592.90,   142271,    12971000,   0.3656,   1.8235,      647652,   0.3650
Y1400  ,¯¼ÅÖ         ,19900119,  592.90,  614.45,  592.90,  614.45,   245908,    20540000,   3.6347,   3.1518,      671189,   3.5702
Y1400  ,¯¼ÅÖ         ,19900122,  614.45,  648.86,  614.45,  648.86,   214943,    20443000,   5.6001,   2.7549,      708783,   5.4489
Y1400  ,¯¼ÅÖ         ,19900123,  648.86,  648.86,  648.52,  648.52,   313429,    24933000,  -0.0524,   4.0172,      708410,  -0.0524
Y1400  ,¯¼ÅÖ         ,19900131,  648.52,  648.52,  643.68,  643.68,   208128,    17054000,  -0.7463,   2.6676,      703121,  -0.7491
Y1400  ,¯¼ÅÖ         ,19900201,  643.68,  657.00,  643.68,  657.00,   216500,    18477000,   2.0694,   2.7749,      717674,   2.0482
Y1400  ,¯¼ÅÖ         ,19900202,  657.00,  678.73,  657.00,  678.73,   344913,    28663000,   3.3075,   4.4207,      741409,   3.2539
Y1400  ,¯¼ÅÖ         ,19900203,  678.73,  678.73,  653.14,  653.14,   224817,    18615000,  -3.7703,   2.8815,      713458,  -3.8432
Y1400  ,¯¼ÅÖ         ,19900205,  653.14,  665.35,  653.14,  665.35,   221443,    20079000,   1.8694,   2.8382,      726789,   1.8522
Y1400  ,¯¼ÅÖ         ,19900206,  665.35,  673.48,  665.35,  673.48,   234196,    23251000,   1.2219,   3.0017,      735670,   1.2145
Y1400  ,¯¼ÅÖ         ,19900207,  673.48,  673.48,  662.05,  662.05,   227007,    23099000,  -1.6972,   2.9095,      723191,  -1.7117
Y1400  ,¯¼ÅÖ         ,19900208,  662.05,  662.05,  656.15,  656.15,   160818,    16927000,  -0.8912,   2.0612,      716738,  -0.8952
Y1400  ,¯¼ÅÖ         ,19900209,  656.15,  686.60,  656.15,  686.60,   230117,    24245000,   4.6407,   2.9494,      750005,   4.5362
Y1400  ,¯¼ÅÖ         ,19900210,  686.60,  697.32,  686.60,  697.32,   283038,    27383000,   1.5613,   3.6277,      761711,   1.5493
Y1400  ,¯¼ÅÖ         ,19900212,  697.32,  707.20,  697.32,  707.20,   360520,    37114000,   1.4169,   4.6208,      772510,   1.4069
Y1400  ,¯¼ÅÖ         ,19900213,  707.20,  707.20,  682.77,  682.77,   251361,    26594000,  -3.4545,   3.2217,      745824,  -3.5155
Y1400  ,¯¼ÅÖ         ,19900214,  682.77,  682.77,  680.68,  680.68,   206833,    20988000,  -0.3061,   2.6510,      743539,  -0.3066
Y1400  ,¯¼ÅÖ         ,19900215,  680.68,  680.68,  677.51,  677.51,   227637,    24675000,  -0.4657,   2.9176,      740075,  -0.4668
Y1400  ,¯¼ÅÖ         ,19900216,  677.51,  677.51,  662.41,  662.41,   257790,    23020000,  -2.2287,   3.3041,      723583,  -2.2540
Y1400  ,¯¼ÅÖ         ,19900217,  662.41,  669.69,  662.41,  669.69,   183368,    18078000,   1.0990,   2.3426,      732929,   1.0930
Y1400  ,¯¼ÅÖ         ,19900219,  669.69,  678.44,  669.69,  678.44,   324549,    27262000,   1.3066,   4.1462,      742500,   1.2981
Y1400  ,¯¼ÅÖ         ,19900220,  678.44,  708.34,  678.44,  708.34,   409554,    35084000,   4.4072,   5.2321,      775227,   4.3128
Y1400  ,¯¼ÅÖ         ,19900221,  708.34,  708.34,  699.18,  699.18,   590970,    50913000,  -1.2932,   7.5497,      765199,  -1.3016
Y1400  ,¯¼ÅÖ         ,19900222,  699.18,  699.18,  689.92,  689.92,   418008,    34485000,  -1.3244,   5.3079,      755364,  -1.3333
Y1400  ,¯¼ÅÖ         ,19900223,  689.92,  698.62,  689.92,  698.62,   237992,    21365000,   1.2610,   3.0220,      764895,   1.2531
Y1400  ,¯¼ÅÖ         ,19900224,  698.62,  698.62,  682.96,  682.96,   186512,    16717000,  -2.2416,   2.3683,      747746,  -2.2671
Y1400  ,¯¼ÅÖ         ,19900226,  698.62,  698.62,  645.27,  645.27,   230341,    19211000,  -5.5186,   2.9249,      706476,  -5.6767
Y1400  ,¯¼ÅÖ         ,19900227,  645.27,  669.29,  645.27,  669.29,   251116,    22846000,   3.7225,   3.1887,      732779,   3.6549
Y1400  ,¯¼ÅÖ         ,19900228,  669.29,  683.16,  669.29,  683.16,   259431,    23421000,   2.0723,   3.2943,      747966,   2.0512
Y1400  ,¯¼ÅÖ         ,19900301,  683.16,  683.16,  661.15,  661.15,   228271,    21697000,  -3.2218,   2.8986,      723863,  -3.2748
Y1400  ,¯¼ÅÖ         ,19900302,  661.15,  663.06,  661.15,  663.06,   169057,    15458000,   0.2889,   2.1467,      725960,   0.2885
Y1400  ,¯¼ÅÖ         ,19900303,  663.06,  663.06,  649.16,  649.16,   160731,    14303000,  -2.0963,   2.0410,      710738,  -2.1186
Y1400  ,¯¼ÅÖ         ,19900305,  649.16,  649.16,  623.17,  623.17,   167552,    13799000,  -4.0036,   2.1215,      682288,  -4.0860
Y1400  ,¯¼ÅÖ         ,19900306,  623.17,  655.58,  623.17,  655.58,   176608,    14608000,   5.2008,   2.2362,      717763,   5.0701
Y1400  ,¯¼ÅÖ         ,19900307,  655.58,  655.58,  649.86,  649.86,   234479,    18447000,  -0.8725,   2.9690,      711501,  -0.8763
Y1400  ,¯¼ÅÖ         ,19900308,  649.86,  649.86,  649.63,  649.63,   126164,    10740000,  -0.0354,   1.5975,      711257,  -0.0354
Y1400  ,¯¼ÅÖ         ,19900309,  649.63,  655.20,  649.63,  655.20,   228731,    17053000,   0.8574,   2.8962,      717352,   0.8538
Y1400  ,¯¼ÅÖ         ,19900310,  655.20,  689.99,  655.20,  689.99,   306532,    27150000,   5.3098,   3.8813,      755441,   5.1737
Y1400  ,¯¼ÅÖ         ,19900312,  689.99,  689.99,  686.39,  686.39,   299749,    28232000,  -0.5217,   3.7954,      751496,  -0.5231
Y1400  ,¯¼ÅÖ         ,19900313,  686.39,  695.34,  686.39,  695.34,   357057,    33381000,   1.3039,   4.5211,      761301,   1.2955
Y1400  ,¯¼ÅÖ         ,19900314,  695.34,  697.00,  695.34,  697.00,   308900,    31829000,   0.2387,   3.9113,      763121,   0.2384
Y1400  ,¯¼ÅÖ         ,19900315,  697.00,  700.90,  697.00,  700.90,   271641,    28556000,   0.5595,   3.4395,      767385,   0.5580
Y1400  ,¯¼ÅÖ         ,19900316,  700.90,  700.90,  668.73,  668.73,   411750,    40601000,  -4.5898,   5.2136,      732168,  -4.6985
Y1400  ,¯¼ÅÖ         ,19900317,  668.73,  674.39,  668.73,  674.39,   249012,    24576000,   0.8464,   3.1530,      738359,   0.8428
Y1400  ,¯¼ÅÖ         ,19900319,  674.39,  674.39,  663.05,  663.05,   206628,    20256000,  -1.6815,   2.6163,      725949,  -1.6958
Y1400  ,¯¼ÅÖ         ,19900320,  663.05,  669.87,  663.05,  669.87,   157572,    15704000,   1.0286,   1.9952,      733414,   1.0233
Y1400  ,¯¼ÅÖ         ,19900321,  669.87,  669.87,  656.31,  656.31,   182760,    17697000,  -2.0243,   2.3141,      718571,  -2.0450
Y1400  ,¯¼ÅÖ         ,19900322,  656.31,  656.31,  643.57,  643.57,   218671,    20768000,  -1.9412,   2.7688,      704623,  -1.9602
Y1400  ,¯¼ÅÖ         ,19900323,  643.57,  643.57,  624.12,  624.12,   188170,    17180000,  -3.0222,   2.3826,      683329,  -3.0688
Y1400  ,¯¼ÅÖ         ,19900324,  624.12,  624.12,  607.88,  607.88,   158909,    14272000,  -2.6021,   2.0121,      665548,  -2.6365
Y1400  ,¯¼ÅÖ         ,19900326,  607.88,  625.09,  607.88,  625.09,   157944,    14781000,   2.8312,   1.9999,      684384,   2.7918
Y1400  ,¯¼ÅÖ         ,19900327,  625.09,  625.09,  615.57,  615.57,   143018,    13714000,  -1.5230,   1.8109,      673959,  -1.5347
Y1400  ,¯¼ÅÖ         ,19900328,  615.57,  621.02,  615.57,  621.02,   123448,    12622000,   0.8854,   1.5631,      679928,   0.8815
Y1400  ,¯¼ÅÖ         ,19900330,  621.02,  624.23,  621.02,  624.23,    98409,    10672000,   0.5169,   1.2461,      683440,   0.5156
Y1400  ,¯¼ÅÖ         ,19900331,  624.23,  640.88,  624.23,  640.88,   152352,    15135000,   2.6673,   1.9291,      701678,   2.6323
Y1400  ,¯¼ÅÖ         ,19900402,  640.88,  652.24,  640.88,  652.24,   195357,    19318000,   1.7726,   2.4736,      714106,   1.7570
Y1400  ,¯¼ÅÖ         ,19900403,  652.24,  652.24,  641.39,  641.39,   153251,    16239000,  -1.6635,   1.9405,      702236,  -1.6775
Y1400  ,¯¼ÅÖ         ,19900404,  641.39,  641.39,  631.20,  631.20,   141422,    15040000,  -1.5887,   1.7907,      691073,  -1.6015
Y1400  ,¯¼ÅÖ         ,19900406,  631.20,  631.20,  607.40,  607.40,   149444,    15068000,  -3.7706,   1.8923,      665019,  -3.8435
Y1400  ,¯¼ÅÖ         ,19900407,  607.40,  607.40,  571.46,  571.46,   145505,    12947000,  -5.9170,   1.8424,      625667,  -6.0993
Y1400  ,¯¼ÅÖ         ,19900409,  571.46,  571.46,  567.47,  567.47,   156881,    14244000,  -0.6982,   1.9864,      621298,  -0.7007
Y1400  ,¯¼ÅÖ         ,19900410,  567.47,  567.47,  565.12,  565.12,   121763,    11457000,  -0.4141,   1.5418,      618729,  -0.4150
Y1400  ,¯¼ÅÖ         ,19900411,  565.12,  567.66,  565.12,  567.66,    96349,     9177000,   0.4495,   1.2200,      621513,   0.4485
Y1400  ,¯¼ÅÖ         ,19900412,  567.66,  585.34,  567.66,  585.34,   136023,    12713000,   3.1145,   1.7223,      640869,   3.0670
Y1400  ,¯¼ÅÖ         ,19900413,  585.34,  585.34,  560.71,  560.71,   168475,    17350000,  -4.2078,   2.1332,      613896,  -4.2989
Y1400  ,¯¼ÅÖ         ,19900414,  560.71,  560.71,  548.11,  548.11,   126626,    12293000,  -2.2472,   1.6033,      600104,  -2.2728
Y1400  ,¯¼ÅÖ         ,19900416,  548.11,  548.11,  545.71,  545.71,   124779,    11782000,  -0.4379,   1.5800,      597480,  -0.4388
Y1400  ,¯¼ÅÖ         ,19900417,  545.71,  545.71,  542.05,  542.05,   150800,    14269000,  -0.6707,   1.9094,      593473,  -0.6729
Y1400  ,¯¼ÅÖ         ,19900418,  542.05,  542.05,  527.46,  527.46,   129372,    11657000,  -2.6916,   1.6381,      577490,  -2.7285
Y1400  ,¯¼ÅÖ         ,19900419,  527.46,  527.46,  526.47,  526.47,   158074,    13817000,  -0.1877,   2.0015,      576406,  -0.1879
Y1400  ,¯¼ÅÖ         ,19900420,  526.47,  552.81,  526.47,  552.81,   184252,    15876000,   5.0031,   2.3330,      605247,   4.8820
Y1400  ,¯¼ÅÖ         ,19900421,  552.81,  555.60,  552.81,  555.60,   181881,    16211000,   0.5047,   2.3030,      608304,   0.5034
Y1400  ,¯¼ÅÖ         ,19900423,  555.60,  562.95,  555.60,  562.95,   205376,    20107000,   1.3229,   2.6005,      616352,   1.3142
Y1400  ,¯¼ÅÖ         ,19900424,  562.95,  575.32,  562.95,  575.32,   228391,    22018000,   2.1974,   2.8919,      629897,   2.1736
Y1400  ,¯¼ÅÖ         ,19900425,  575.32,  575.32,  564.21,  564.21,   263671,    24571000,  -1.9311,   3.3386,      617730,  -1.9500
Y1400  ,¯¼ÅÖ         ,19900426,  564.21,  564.21,  563.23,  563.23,   183590,    18870000,  -0.1737,   2.3246,      616661,  -0.1738
Y1400  ,¯¼ÅÖ         ,19900427,  563.23,  578.27,  563.23,  578.27,   224948,    21700000,   2.6703,   2.8483,      633127,   2.6353
Y1400  ,¯¼ÅÖ         ,19900428,  578.27,  578.27,  574.25,  574.25,   192857,    18418000,  -0.6952,   2.3970,      633278,  -0.6976
Y1400  ,¯¼ÅÖ         ,19900430,  574.25,  574.25,  549.78,  549.78,   199021,    19743000,  -4.2612,   2.4736,      606293,  -4.3547
Y1400  ,¯¼ÅÖ         ,19900501,  549.78,  549.78,  513.00,  513.00,   162357,    13137000,  -6.6899,   2.0179,      565739,  -6.9242
Y1400  ,¯¼ÅÖ         ,19900502,  549.78,  549.78,  503.32,  503.32,   158325,    12764000,  -1.8869,   1.9678,      555057,  -1.9050
Y1400  ,¯¼ÅÖ         ,19900503,  503.32,  503.32,  495.92,  495.92,   200038,    17018000,  -1.4702,   2.4863,      546899,  -1.4812
Y1400  ,¯¼ÅÖ         ,19900504,  495.92,  501.15,  495.92,  501.15,   138603,    12030000,   1.0546,   1.7227,      552668,   1.0491
Y1400  ,¯¼ÅÖ         ,19900505,  501.15,  513.29,  501.15,  513.29,   113531,     9987000,   2.4224,   1.4111,      566051,   2.3936
Y1400  ,¯¼ÅÖ         ,19900507,  513.29,  513.29,  511.00,  511.00,   139026,    12221000,  -0.4461,   1.7279,      563531,  -0.4471
Y1400  ,¯¼ÅÖ         ,19900508,  511.00,  516.76,  511.00,  516.76,   112235,     9861000,   1.1272,   1.3950,      569884,   1.1209
Y1400  ,¯¼ÅÖ         ,19900509,  516.76,  516.76,  513.60,  513.60,   138682,    12042000,  -0.6115,   1.7237,      566395,  -0.6134
Y1400  ,¯¼ÅÖ         ,19900510,  513.60,  513.60,  484.67,  484.67,   174961,    13649000,  -5.6328,   2.1746,      534491,  -5.7977
Y1400  ,¯¼ÅÖ         ,19900511,  484.67,  484.67,  476.08,  476.08,   161648,    12493000,  -1.7723,   2.0091,      525025,  -1.7882
Y1400  ,¯¼ÅÖ         ,19900512,  476.08,  476.08,  474.66,  474.66,   115546,     9259000,  -0.2983,   1.4361,      523459,  -0.2987
Y1400  ,¯¼ÅÖ         ,19900514,  474.66,  474.66,  473.43,  473.43,   102570,     7858000,  -0.2591,   1.2748,      522094,  -0.2595
Y1400  ,¯¼ÅÖ         ,19900515,  473.43,  498.31,  473.43,  498.31,   168805,    13138000,   5.2553,   2.0981,      549540,   5.1218
Y1400  ,¯¼ÅÖ         ,19900516,  498.31,  498.31,  471.97,  471.97,   334791,    23821000,  -5.2859,   4.1611,      520490,  -5.4307
Y1400  ,¯¼ÅÖ         ,19900517,  471.97,  475.57,  471.97,  475.57,   242084,    18465000,   0.7628,   3.0089,      524462,   0.7599
Y1400  ,¯¼ÅÖ         ,19900518,  475.57,  475.57,  444.81,  444.81,   172855,    12402000,  -6.4680,   2.1484,      490534,  -6.6867
Y1400  ,¯¼ÅÖ         ,19900521,  444.81,  444.81,  418.24,  418.24,   161769,    10676000,  -5.9733,   2.0106,      461236,  -6.1592
Y1400  ,¯¼ÅÖ         ,19900522,  418.24,  418.24,  402.03,  402.03,   146707,     8449000,  -3.8758,   1.8234,      443357,  -3.9529
Y1400  ,¯¼ÅÖ         ,19900523,  402.03,  417.68,  402.03,  417.68,   180440,    11471000,   3.8927,   2.2427,      460622,   3.8189
Y1400  ,¯¼ÅÖ         ,19900524,  417.68,  417.68,  390.62,  390.62,   148365,     8618000,  -6.4786,   1.8440,      430771,  -6.6980
Y1400  ,¯¼ÅÖ         ,19900525,  390.62,  390.62,  365.03,  365.03,    72167,     3385000,  -6.5511,   0.8970,      402557,  -6.7756
Y1400  ,¯¼ÅÖ         ,19900526,  365.03,  373.38,  365.03,  373.38,   114209,     5725000,   2.2875,   1.4195,      411762,   2.2617
Y1400  ,¯¼ÅÖ         ,19900529,  373.38,  396.73,  373.38,  396.73,   207891,    11782000,   6.2537,   2.5839,      437511,   6.0659
Y1400  ,¯¼ÅÖ         ,19900530,  396.73,  399.77,  396.73,  399.77,   236203,    12983000,   0.7663,   2.9358,      440863,   0.7633
Y1400  ,¯¼ÅÖ         ,19900531,  399.77,  423.81,  399.77,  423.81,   267004,    15534000,   6.0135,   3.3186,      467375,   5.8396
Y1400  ,¯¼ÅÖ         ,19900601,  423.81,  441.18,  423.81,  441.18,   344013,    21801000,   4.0985,   4.2322,      494531,   4.0168
Y1400  ,¯¼ÅÖ         ,19900602,  441.18,  442.80,  441.18,  442.80,   254512,    15839000,   0.3672,   3.1311,      496348,   0.3665
Y1400  ,¯¼ÅÖ         ,19900604,  442.80,  442.80,  414.16,  414.16,   258636,    16664000,  -6.4679,   3.1819,      464243,  -6.6866
Y1400  ,¯¼ÅÖ         ,19900605,  414.16,  414.16,  412.25,  412.25,   241431,    14646000,  -0.4612,   2.9702,      462111,  -0.4622
Y1400  ,¯¼ÅÖ         ,19900606,  412.25,  412.25,  396.16,  396.16,   272101,    16211000,  -3.9030,   3.3475,      444073,  -3.9812
Y1400  ,¯¼ÅÖ         ,19900607,  396.16,  396.16,  372.48,  372.48,   175526,     9692000,  -5.9774,   2.1594,      417528,  -6.1635
Y1400  ,¯¼ÅÖ         ,19900608,  372.48,  372.48,  367.53,  367.53,   173824,     8519000,  -1.3289,   2.1385,      411983,  -1.3378
Y1400  ,¯¼ÅÖ         ,19900609,  367.53,  367.53,  345.89,  345.89,   130146,     6320000,  -5.8880,   1.5982,      387722,  -6.0684
Y1400  ,¯¼ÅÖ         ,19900611,  345.89,  345.89,  336.73,  336.73,   128779,     5431000,  -2.6482,   1.5814,      377456,  -2.6839
Y1400  ,¯¼ÅÖ         ,19900612,  336.73,  359.07,  336.73,  359.07,   193126,     9827000,   6.6344,   2.3716,      402498,   6.4236
Y1400  ,¯¼ÅÖ         ,19900613,  359.07,  364.27,  359.07,  364.27,   210249,    10468000,   1.4482,   2.5716,      408985,   1.4378
Y1400  ,¯¼ÅÖ         ,19900614,  364.27,  364.27,  339.58,  339.58,   157319,     7452000,  -6.7779,   1.9242,      381261,  -7.0186
Y1400  ,¯¼ÅÖ         ,19900615,  339.58,  339.58,  326.26,  326.26,   112593,     4824000,  -3.9225,   1.3771,      366304,  -4.0015
Y1400  ,¯¼ÅÖ         ,19900618,  326.26,  328.87,  326.26,  328.87,   115171,     4936000,   0.8000,   1.4087,      369235,   0.7968
Y1400  ,¯¼ÅÖ         ,19900619,  328.87,  328.87,  323.92,  323.92,   127927,     5331000,  -1.5052,   1.5647,      363682,  -1.5166
Y1400  ,¯¼ÅÖ         ,19900620,  323.92,  323.92,  302.43,  302.43,    79858,     2880000,  -6.6344,   0.9768,      339557,  -6.8647
Y1400  ,¯¼ÅÖ         ,19900621,  302.43,  302.43,  296.22,  296.22,    90681,     3222000,  -2.0534,   1.1091,      332582,  -2.0747
Y1400  ,¯¼ÅÖ         ,19900622,  296.22,  296.22,  292.86,  292.86,   122150,     4721000,  -1.1343,   1.4940,      328811,  -1.1408
Y1400  ,¯¼ÅÖ         ,19900625,  292.86,  297.44,  292.86,  297.44,   108483,     4210000,   1.5639,   1.3269,      333954,   1.5518
Y1400  ,¯¼ÅÖ         ,19900626,  297.44,  297.44,  284.80,  284.80,   142783,     5399000,  -4.2496,   1.7464,      319759,  -4.3425
Y1400  ,¯¼ÅÖ         ,19900627,  284.80,  284.80,  267.99,  267.99,   104237,     3524000,  -5.9024,   1.2749,      300884,  -6.0838
Y1400  ,¯¼ÅÖ         ,19900629,  267.99,  279.04,  267.99,  279.04,   119509,     4320000,   4.1233,   1.4617,      313288,   4.0405
Y1400  ,¯¼ÅÖ         ,19900630,  279.04,  279.04,  271.54,  271.54,    91280,     3212000,  -2.6878,   1.1165,      304874,  -2.7246
Y1400  ,¯¼ÅÖ         ,19900703,  271.54,  271.54,  268.67,  268.67,    96843,     3279000,  -1.0569,   1.1845,      301649,  -1.0626
Y1400  ,¯¼ÅÖ         ,19900704,  268.67,  268.67,  260.70,  260.70,    93462,     3006000,  -2.9665,   1.1431,      292697,  -3.0114
Y1400  ,¯¼ÅÖ         ,19900705,  260.70,  260.70,  258.70,  258.70,    90660,     2799000,  -0.7672,   1.0852,      290450,  -0.7701
Y1400  ,¯¼ÅÖ         ,19900706,  258.70,  274.07,  258.70,  274.07,   132600,     4411000,   5.9412,   1.5872,      307708,   5.7714
Y1400  ,¯¼ÅÖ         ,19900707,  274.07,  287.06,  274.07,  287.06,   149036,     5140000,   4.7397,   1.7840,      322294,   4.6308
Y1400  ,¯¼ÅÖ         ,19900709,  287.06,  295.08,  287.06,  295.08,   204513,     7266000,   2.7938,   2.4480,      331302,   2.7555
Y1400  ,¯¼ÅÖ         ,19900710,  295.08,  310.52,  295.08,  310.52,   216482,     8093000,   5.2325,   2.5591,      348638,   5.1002
Y1400  ,¯¼ÅÖ         ,19900711,  310.52,  310.52,  290.13,  290.13,   208705,     7565000,  -6.5664,   2.4672,      325746,  -6.7919
Y1400  ,¯¼ÅÖ         ,19900712,  290.13,  290.13,  270.68,  270.68,   117465,     3908000,  -6.7039,   1.3886,      303907,  -6.9392
Y1400  ,¯¼ÅÖ         ,19900713,  270.68,  280.72,  270.68,  280.72,   162519,     5697000,   3.7092,   1.9212,      315179,   3.6420
Y1400  ,¯¼ÅÖ         ,19900714,  280.72,  280.72,  276.19,  276.19,   117601,     4219000,  -1.6137,   1.3902,      310092,  -1.6269
Y1400  ,¯¼ÅÖ         ,19900716,  276.19,  276.19,  269.70,  269.70,   108838,     3780000,  -2.3498,   1.2866,      302810,  -2.3779
Y1400  ,¯¼ÅÖ         ,19900717,  269.70,  278.91,  269.70,  278.91,   130076,     4764000,   3.4149,   1.5377,      313151,   3.3579
Y1400  ,¯¼ÅÖ         ,19900718,  278.91,  278.91,  277.49,  277.49,   140904,     5174000,  -0.5091,   1.6657,      311553,  -0.5104
Y1400  ,¯¼ÅÖ         ,19900719,  277.49,  290.36,  277.49,  290.36,   170752,     6540000,   4.6380,   2.0185,      325997,   4.5337
Y1400  ,¯¼ÅÖ         ,19900720,  290.36,  300.94,  290.36,  300.94,   247814,     9649000,   3.6438,   2.8956,      337885,   3.5789
Y1400  ,¯¼ÅÖ         ,19900721,  300.94,  307.45,  300.94,  307.45,   171979,     7184000,   2.1632,   2.0055,      345184,   2.1402
Y1400  ,¯¼ÅÖ         ,19900723,  307.45,  307.45,  291.46,  291.46,   282053,    10739000,  -5.2008,   3.2891,      327234,  -5.3410
Y1400  ,¯¼ÅÖ         ,19900724,  291.46,  307.06,  291.46,  307.06,   202059,     8396000,   5.3524,   2.3563,      344746,   5.2140
Y1400  ,¯¼ÅÖ         ,19900725,  307.06,  313.32,  307.06,  313.32,   259054,    10318000,   2.0387,   3.0209,      351779,   2.0182
Y1400  ,¯¼ÅÖ         ,19900726,  313.32,  313.32,  312.24,  312.24,   257617,    10065000,  -0.3447,   3.0041,      350566,  -0.3453
Y1400  ,¯¼ÅÖ         ,19900727,  312.24,  317.90,  312.24,  317.90,   243205,    10364000,   1.8127,   2.8361,      356921,   1.7965
Y1400  ,¯¼ÅÖ         ,19900728,  317.90,  323.52,  317.90,  323.52,   197414,     8765000,   1.7679,   2.3021,      363226,   1.7524
Y1400  ,¯¼ÅÖ         ,19900730,  323.52,  329.90,  323.52,  329.90,   265580,    12724000,   1.9721,   3.0970,      370391,   1.9529
Y1400  ,¯¼ÅÖ         ,19900731,  329.90,  329.90,  327.34,  327.34,   292348,    13425000,  -0.7760,   3.4072,      367517,  -0.7790
Y1400  ,¯¼ÅÖ         ,19900801,  327.34,  331.74,  327.34,  331.74,   252749,    12705000,   1.3442,   2.9457,      372459,   1.3352
Y1400  ,¯¼ÅÖ         ,19900802,  331.74,  331.74,  313.00,  313.00,   260366,    12088000,  -5.6490,   3.0344,      351424,  -5.8148
Y1400  ,¯¼ÅÖ         ,19900803,  313.00,  313.00,  297.59,  297.59,   179266,     7790000,  -4.9233,   2.0827,      334122,  -5.0486
Y1400  ,¯¼ÅÖ         ,19900804,  297.59,  297.59,  293.48,  293.48,   134725,     5956000,  -1.3811,   1.5653,      329504,  -1.3907
Y1400  ,¯¼ÅÖ         ,19900806,  293.48,  293.48,  286.76,  286.76,   116800,     4543000,  -2.2898,   1.3570,      321959,  -2.3164
Y1400  ,¯¼ÅÖ         ,19900807,  286.76,  286.76,  267.20,  267.20,    52200,     1624000,  -6.8210,   0.6065,      299997,  -7.0648
Y1400  ,¯¼ÅÖ         ,19900808,  267.20,  267.20,  257.08,  257.08,   136991,     4926000,  -3.7874,   1.5916,      288637,  -3.8610
Y1400  ,¯¼ÅÖ         ,19900809,  257.08,  257.08,  239.76,  239.76,   115423,     3404000,  -6.7372,   1.3410,      269192,  -6.9749
Y1400  ,¯¼ÅÖ         ,19900810,  239.76,  239.76,  228.97,  228.97,   113783,     3243000,  -4.5003,   1.3219,      257074,  -4.6047
Y1400  ,¯¼ÅÖ         ,19900811,  228.97,  229.81,  228.97,  229.81,   111326,     3518000,   0.3669,   1.2795,      258013,   0.3662
Y1400  ,¯¼ÅÖ         ,19900813,  229.81,  229.81,  217.21,  217.21,   124775,     3794000,  -5.4828,   1.4340,      243875,  -5.6388
Y1400  ,¯¼ÅÖ         ,19900814,  217.21,  226.64,  217.21,  226.64,   150801,     4802000,   4.3414,   1.7331,      254463,   4.2498
Y1400  ,¯¼ÅÖ         ,19900815,  226.64,  235.84,  226.64,  235.84,   194877,     6416000,   4.0593,   2.2397,      264784,   3.9791
Y1400  ,¯¼ÅÖ         ,19900816,  235.84,  239.45,  235.84,  239.45,   204528,     7197000,   1.5307,   2.3506,      268847,   1.5191
Y1400  ,¯¼ÅÖ         ,19900817,  239.45,  239.45,  223.15,  223.15,    57576,     1860000,  -6.8073,   0.6617,      250536,  -7.0500
Y1400  ,¯¼ÅÖ         ,19900818,  223.15,  223.15,  209.40,  209.40,   114966,     3592000,  -6.1618,   1.3213,      235108,  -6.3598
Y1400  ,¯¼ÅÖ         ,19900820,  209.40,  213.05,  209.40,  213.05,   137149,     4649000,   1.7431,   1.5762,      239201,   1.7281
Y1400  ,¯¼ÅÖ         ,19900821,  213.05,  213.05,  200.94,  200.94,   123247,     3772000,  -5.6841,   1.4148,      225607,  -5.8521
