ÃÒ¨é¥N½X,Â²ºÙ,¦~¤ë¤é,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,¦¨¥æ¶q,¦¨¥æ­È,³ø¹S²v,¶gÂà²v,¥«­È,³ø¹S²v-Ln
Y1400  ,¯¼ÅÖ         ,20151106,  607.70,  610.75,  594.79,  595.00,    62354,     3798990,  -2.1365,   0.3245,      560789,  -2.1597
Y1400  ,¯¼ÅÖ         ,20151109,  595.42,  599.14,  590.58,  592.58,    48367,     2724815,  -0.4067,   0.2517,      558521,  -0.4076
Y1400  ,¯¼ÅÖ         ,20151110,  592.56,  592.56,  584.31,  584.32,    38824,     2577434,  -1.3939,   0.2020,      550735,  -1.4037
Y1400  ,¯¼ÅÖ         ,20151111,  584.61,  586.05,  572.85,  572.85,    46428,     3257456,  -1.9630,   0.2416,      539969,  -1.9825
Y1400  ,¯¼ÅÖ         ,20151112,  572.85,  573.51,  564.32,  564.75,    50564,     3328783,  -1.4140,   0.2631,      532310,  -1.4241
Y1400  ,¯¼ÅÖ         ,20151113,  564.65,  567.48,  558.65,  558.65,    41114,     2879288,  -1.0801,   0.2140,      526557,  -1.0860
Y1400  ,¯¼ÅÖ         ,20151116,  557.33,  557.33,  540.05,  541.62,    44234,     3253801,  -3.0484,   0.2302,      510531,  -3.0959
Y1400  ,¯¼ÅÖ         ,20151117,  544.69,  556.92,  544.69,  551.87,    49272,     3644085,   1.8925,   0.2570,      519776,   1.8748
Y1400  ,¯¼ÅÖ         ,20151118,  553.13,  553.58,  540.72,  544.10,    49201,     3419642,  -1.4079,   0.2566,      512447,  -1.4179
Y1400  ,¯¼ÅÖ         ,20151119,  547.84,  552.51,  544.91,  551.99,    52038,     2587921,   1.4501,   0.2714,      519911,   1.4397
Y1400  ,¯¼ÅÖ         ,20151120,  551.72,  556.80,  550.91,  554.70,    58515,     2667966,   0.4910,   0.3052,      522468,   0.4897
Y1400  ,¯¼ÅÖ         ,20151123,  557.53,  560.52,  552.07,  552.31,    39093,     1802378,  -0.4309,   0.2039,      520220,  -0.4318
Y1400  ,¯¼ÅÖ         ,20151124,  552.32,  554.50,  542.93,  543.81,    40052,     1742121,  -1.5390,   0.2089,      512232,  -1.5510
Y1400  ,¯¼ÅÖ         ,20151125,  543.81,  545.43,  534.75,  535.61,    42837,     2140813,  -1.5079,   0.2234,      504535,  -1.5194
Y1400  ,¯¼ÅÖ         ,20151126,  537.93,  548.48,  537.93,  548.48,    50711,     2493460,   2.4029,   0.2645,      516639,   2.3745
Y1400  ,¯¼ÅÖ         ,20151127,  549.62,  551.62,  544.61,  544.64,    39337,     3109493,  -0.7001,   0.2052,      513011,  -0.7026
Y1400  ,¯¼ÅÖ         ,20151130,  542.15,  544.34,  536.85,  544.34,    52773,     2673572,  -0.0551,   0.2752,      512812,  -0.0551
Y1400  ,¯¼ÅÖ         ,20151201,  544.34,  550.56,  543.91,  547.59,    40056,     1602876,   0.5971,   0.2089,      515885,   0.5953
Y1400  ,¯¼ÅÖ         ,20151202,  548.71,  550.48,  542.74,  543.65,    54197,     2261872,  -0.7195,   0.2826,      512185,  -0.7221
Y1400  ,¯¼ÅÖ         ,20151203,  542.58,  549.29,  540.99,  547.99,    31398,     1840452,   0.7983,   0.1637,      516265,   0.7951
Y1400  ,¯¼ÅÖ         ,20151204,  548.01,  548.01,  540.69,  542.44,    34967,     1598839,  -1.0128,   0.1824,      511043,  -1.0180
Y1400  ,¯¼ÅÖ         ,20151207,  542.77,  551.65,  542.77,  547.26,    32149,     1490120,   0.8886,   0.1677,      515574,   0.8847
Y1400  ,¯¼ÅÖ         ,20151208,  546.67,  546.67,  540.87,  541.11,    34512,     1367292,  -1.1238,   0.1800,      509777,  -1.1301
Y1400  ,¯¼ÅÖ         ,20151209,  540.81,  541.05,  531.52,  532.76,    43083,     2209053,  -1.5431,   0.2247,      501889,  -1.5552
Y1400  ,¯¼ÅÖ         ,20151210,  532.75,  532.75,  519.81,  522.34,    45186,     2815969,  -1.9559,   0.2356,      492117,  -1.9752
Y1400  ,¯¼ÅÖ         ,20151211,  524.98,  525.50,  518.07,  518.94,    53809,     2499049,  -0.6509,   0.2806,      488884,  -0.6530
Y1400  ,¯¼ÅÖ         ,20151214,  517.72,  518.25,  512.65,  515.77,    37610,     1708477,  -0.6109,   0.1961,      485910,  -0.6127
Y1400  ,¯¼ÅÖ         ,20151215,  515.77,  526.37,  515.77,  523.94,    38255,     2063138,   1.5840,   0.1995,      493640,   1.5716
Y1400  ,¯¼ÅÖ         ,20151216,  525.27,  534.67,  524.75,  533.83,    43196,     2427115,   1.8876,   0.2253,      502950,   1.8700
Y1400  ,¯¼ÅÖ         ,20151217,  534.02,  538.10,  531.86,  536.44,    41671,     2175334,   0.4889,   0.2173,      505438,   0.4877
Y1400  ,¯¼ÅÖ         ,20151218,  536.42,  538.49,  532.78,  533.58,    59880,     2479463,  -0.5331,   0.3123,      502748,  -0.5346
Y1400  ,¯¼ÅÖ         ,20151221,  533.45,  546.08,  529.59,  546.08,    40255,     2490600,   2.3427,   0.2099,      514510,   2.3156
Y1400  ,¯¼ÅÖ         ,20151222,  547.19,  550.96,  541.43,  545.48,    31232,     2119718,  -0.1099,   0.1629,      513948,  -0.1099
Y1400  ,¯¼ÅÖ         ,20151223,  546.28,  550.90,  544.26,  545.83,    33691,     2019547,   0.0642,   0.1757,      514268,   0.0641
Y1400  ,¯¼ÅÖ         ,20151224,  547.63,  551.49,  543.44,  543.44,    30055,     1358491,  -0.4379,   0.1567,      512005,  -0.4388
Y1400  ,¯¼ÅÖ         ,20151225,  543.43,  545.17,  541.45,  544.49,    19537,      700113,   0.1932,   0.1019,      513009,   0.1930
Y1400  ,¯¼ÅÖ         ,20151228,  544.52,  547.53,  541.60,  543.83,    25014,     1127395,  -0.1212,   0.1304,      512397,  -0.1213
Y1400  ,¯¼ÅÖ         ,20151229,  543.83,  548.22,  543.83,  545.40,    33944,     1525312,   0.2887,   0.1770,      513864,   0.2883
Y1400  ,¯¼ÅÖ         ,20151230,  545.40,  548.82,  543.17,  545.90,    53492,     1471061,   0.0917,   0.2789,      514324,   0.0916
Y1400  ,¯¼ÅÖ         ,20151231,  545.79,  551.06,  545.50,  551.06,    43017,     1062809,   0.9452,   0.2243,      519313,   0.9408
Y1400  ,¯¼ÅÖ         ,20160104,  551.00,  551.29,  532.86,  535.21,    44214,     1686219,  -2.8763,   0.2274,      509125,  -2.9185
Y1400  ,¯¼ÅÖ         ,20160105,  535.14,  537.27,  528.37,  530.58,    39971,     1595939,  -0.8651,   0.2056,      504734,  -0.8688
Y1400  ,¯¼ÅÖ         ,20160106,  531.46,  533.75,  526.85,  529.92,    42608,     1610012,  -0.1244,   0.2190,      506586,  -0.1245
Y1400  ,¯¼ÅÖ         ,20160107,  529.84,  531.46,  516.10,  523.87,    57530,     2534020,  -1.1417,   0.2958,      500831,  -1.1482
Y1400  ,¯¼ÅÖ         ,20160108,  523.85,  528.08,  517.80,  528.08,    41465,     1875397,   0.8036,   0.2132,      504876,   0.8004
Y1400  ,¯¼ÅÖ         ,20160111,  528.04,  528.04,  516.18,  521.64,    38307,     1838811,  -1.2195,   0.1969,      498684,  -1.2270
Y1400  ,¯¼ÅÖ         ,20160112,  521.59,  523.25,  507.34,  510.18,    37699,     2209967,  -2.1969,   0.1938,      487693,  -2.2214
Y1400  ,¯¼ÅÖ         ,20160113,  510.13,  516.20,  509.50,  514.37,    28087,     1630130,   0.8213,   0.1444,      491695,   0.8179
Y1400  ,¯¼ÅÖ         ,20160114,  509.94,  509.94,  499.50,  509.03,    40529,     1937152,  -1.0382,   0.2084,      486552,  -1.0436
Y1400  ,¯¼ÅÖ         ,20160115,  508.99,  514.52,  508.83,  512.80,    34711,     1592305,   0.7406,   0.1784,      490119,   0.7379
Y1400  ,¯¼ÅÖ         ,20160118,  510.40,  514.90,  502.08,  513.69,    32808,     1303664,   0.1736,   0.1687,      491013,   0.1734
Y1400  ,¯¼ÅÖ         ,20160119,  513.74,  516.17,  511.99,  515.96,    28388,     1430745,   0.4419,   0.1459,      493183,   0.4409
Y1400  ,¯¼ÅÖ         ,20160120,  515.94,  522.91,  512.74,  512.74,    74148,     2771000,  -0.6241,   0.3812,      490118,  -0.6260
Y1400  ,¯¼ÅÖ         ,20160121,  515.36,  516.52,  505.27,  505.27,    35956,     1715101,  -1.4569,   0.1848,      482975,  -1.4676
Y1400  ,¯¼ÅÖ         ,20160122,  505.28,  511.50,  504.45,  507.94,    31183,     1435960,   0.5284,   0.1603,      485507,   0.5270
Y1400  ,¯¼ÅÖ         ,20160125,  508.08,  515.98,  508.08,  515.30,    38779,     1711079,   1.4490,   0.1994,      492541,   1.4386
Y1400  ,¯¼ÅÖ         ,20160126,  513.73,  513.73,  508.33,  509.20,    42441,     1801048,  -1.1838,   0.2182,      486727,  -1.1908
Y1400  ,¯¼ÅÖ         ,20160127,  509.97,  514.33,  509.97,  512.69,    44487,     1602475,   0.6854,   0.2287,      490024,   0.6831
Y1400  ,¯¼ÅÖ         ,20160128,  512.75,  520.81,  511.22,  519.16,    33343,     1463338,   1.2620,   0.1714,      496197,   1.2541
Y1400  ,¯¼ÅÖ         ,20160129,  519.16,  542.89,  519.16,  538.50,    72069,     3947115,   3.7252,   0.3705,      514685,   3.6575
Y1400  ,¯¼ÅÖ         ,20160130,  538.59,  543.90,  538.59,  541.78,    31881,     1413639,   0.6091,   0.1639,      517882,   0.6073
Y1400  ,¯¼ÅÖ         ,20160201,  541.78,  551.47,  541.78,  546.73,    81920,     3102102,   0.9137,   0.4211,      522649,   0.9095
Y1400  ,¯¼ÅÖ         ,20160202,  546.09,  546.83,  541.33,  541.34,    32381,     1546054,  -0.9859,   0.1665,      517493,  -0.9908
Y1400  ,¯¼ÅÖ         ,20160203,  541.24,  545.35,  535.08,  536.33,    36183,     1753776,  -0.9255,   0.1860,      512688,  -0.9298
Y1400  ,¯¼ÅÖ         ,20160215,  528.70,  539.87,  527.17,  539.87,    47502,     2316753,   0.6600,   0.2442,      516099,   0.6579
Y1400  ,¯¼ÅÖ         ,20160216,  540.14,  551.82,  539.99,  549.89,    63032,     2765620,   1.8560,   0.3240,      525679,   1.8390
Y1400  ,¯¼ÅÖ         ,20160217,  549.93,  551.71,  544.97,  546.56,    60278,     3281822,  -0.6056,   0.3099,      522496,  -0.6074
Y1400  ,¯¼ÅÖ         ,20160218,  547.14,  551.84,  542.37,  545.32,    41089,     2608674,  -0.2269,   0.2112,      521315,  -0.2271
Y1400  ,¯¼ÅÖ         ,20160219,  543.60,  545.59,  540.16,  542.32,    39492,     2591357,  -0.5501,   0.2030,      518458,  -0.5517
Y1400  ,¯¼ÅÖ         ,20160222,  543.07,  548.15,  538.80,  540.00,    58341,     2689111,  -0.4278,   0.2999,      516259,  -0.4287
Y1400  ,¯¼ÅÖ         ,20160223,  540.79,  544.00,  538.66,  540.76,    47102,     2493528,   0.1407,   0.2421,      516969,   0.1406
Y1400  ,¯¼ÅÖ         ,20160224,  540.45,  544.33,  535.31,  535.40,    38073,     1762031,  -0.9912,   0.1957,      511855,  -0.9961
Y1400  ,¯¼ÅÖ         ,20160225,  535.61,  540.57,  535.61,  537.88,    49703,     1783247,   0.4632,   0.2555,      514212,   0.4621
Y1400  ,¯¼ÅÖ         ,20160226,  537.85,  543.53,  537.85,  541.86,   112751,     2908065,   0.7399,   0.5796,      518031,   0.7372
Y1400  ,¯¼ÅÖ         ,20160301,  542.32,  542.32,  536.40,  539.51,    64612,     2464880,  -0.4337,   0.3316,      516628,  -0.4346
Y1400  ,¯¼ÅÖ         ,20160302,  539.51,  544.49,  539.51,  541.99,    58822,     3265541,   0.4597,   0.3019,      518996,   0.4586
Y1400  ,¯¼ÅÖ         ,20160303,  545.49,  552.30,  545.49,  548.65,    72280,     2603967,   1.2288,   0.3710,      525355,   1.2213
Y1400  ,¯¼ÅÖ         ,20160304,  549.78,  554.80,  547.90,  554.35,    51749,     2164024,   1.0389,   0.2656,      530805,   1.0336
Y1400  ,¯¼ÅÖ         ,20160307,  555.06,  558.06,  553.00,  556.73,    70753,     2438340,   0.4293,   0.3631,      533083,   0.4284
Y1400  ,¯¼ÅÖ         ,20160308,  559.82,  560.54,  547.03,  551.32,    72949,     2657416,  -0.9717,   0.3744,      527921,  -0.9765
Y1400  ,¯¼ÅÖ         ,20160309,  549.39,  555.09,  549.22,  550.40,    58449,     2827800,  -0.1669,   0.3000,      527040,  -0.1670
Y1400  ,¯¼ÅÖ         ,20160310,  551.66,  554.58,  550.77,  552.19,    49401,     1913357,   0.3252,   0.2535,      528750,   0.3247
Y1400  ,¯¼ÅÖ         ,20160311,  552.20,  556.55,  552.13,  556.03,    42840,     1609329,   0.6954,   0.2199,      532417,   0.6930
Y1400  ,¯¼ÅÖ         ,20160314,  556.32,  561.99,  556.32,  558.68,    64785,     2759030,   0.4766,   0.3325,      534940,   0.4755
Y1400  ,¯¼ÅÖ         ,20160315,  559.00,  561.48,  551.34,  551.34,    47755,     1937584,  -1.3138,   0.2451,      527897,  -1.3225
Y1400  ,¯¼ÅÖ         ,20160316,  551.34,  555.98,  551.34,  555.36,    34058,     1369044,   0.7291,   0.1748,      531766,   0.7265
Y1400  ,¯¼ÅÖ         ,20160317,  555.36,  561.46,  553.86,  556.53,    52221,     2119825,   0.2107,   0.2680,      532862,   0.2105
Y1400  ,¯¼ÅÖ         ,20160318,  556.56,  567.68,  556.56,  565.80,    67588,     3493506,   1.6657,   0.3469,      541714,   1.6520
Y1400  ,¯¼ÅÖ         ,20160321,  570.03,  571.16,  563.90,  565.40,    35943,     2002246,  -0.0707,   0.1845,      541335,  -0.0707
Y1400  ,¯¼ÅÖ         ,20160322,  567.55,  571.01,  562.83,  571.00,    47977,     2090295,   0.9904,   0.2462,      546662,   0.9856
Y1400  ,¯¼ÅÖ         ,20160323,  570.44,  570.44,  554.08,  554.98,    51807,     3375908,  -2.8056,   0.2659,      531348,  -2.8457
Y1400  ,¯¼ÅÖ         ,20160324,  552.94,  553.36,  546.26,  551.27,    36208,     2737075,  -0.6685,   0.1858,      527780,  -0.6707
Y1400  ,¯¼ÅÖ         ,20160325,  552.68,  554.20,  550.56,  550.70,    24280,     1147172,  -0.1034,   0.1246,      527227,  -0.1035
Y1400  ,¯¼ÅÖ         ,20160328,  551.98,  554.51,  546.84,  547.97,    34778,     1888225,  -0.4957,   0.1785,      524620,  -0.4970
Y1400  ,¯¼ÅÖ         ,20160329,  547.46,  549.80,  538.11,  539.84,    41756,     1979552,  -1.4837,   0.2143,      516837,  -1.4948
Y1400  ,¯¼ÅÖ         ,20160330,  540.41,  547.26,  540.41,  546.73,    32013,     1403626,   1.2763,   0.1643,      523439,   1.2682
Y1400  ,¯¼ÅÖ         ,20160331,  546.73,  552.84,  542.79,  544.21,    37072,     1832232,  -0.4609,   0.1902,      521338,  -0.4620
Y1400  ,¯¼ÅÖ         ,20160401,  542.53,  543.44,  534.62,  536.97,    38071,     1437525,  -1.3304,   0.1953,      514409,  -1.3393
Y1400  ,¯¼ÅÖ         ,20160406,  533.04,  533.27,  523.58,  525.28,    38058,     1886921,  -2.1770,   0.1952,      503229,  -2.2011
Y1400  ,¯¼ÅÖ         ,20160407,  525.24,  527.47,  521.57,  525.99,    35333,     1670705,   0.1352,   0.1812,      503940,   0.1351
Y1400  ,¯¼ÅÖ         ,20160408,  525.14,  525.14,  520.77,  522.98,    35669,     1797199,  -0.5723,   0.1830,      501049,  -0.5739
Y1400  ,¯¼ÅÖ         ,20160411,  523.01,  524.79,  518.62,  523.65,    33650,     1592593,   0.1281,   0.1726,      501666,   0.1280
Y1400  ,¯¼ÅÖ         ,20160412,  524.07,  524.52,  504.06,  505.43,    53325,     3874920,  -3.4794,   0.2735,      484259,  -3.5414
Y1400  ,¯¼ÅÖ         ,20160413,  505.28,  512.58,  504.03,  511.92,    40673,     2940254,   1.2841,   0.2086,      490470,   1.2759
Y1400  ,¯¼ÅÖ         ,20160414,  514.76,  517.99,  514.17,  515.72,    28867,     2335837,   0.7423,   0.1481,      494110,   0.7396
Y1400  ,¯¼ÅÖ         ,20160415,  516.83,  521.24,  512.67,  520.49,    27887,     1359698,   0.9249,   0.1430,      498697,   0.9207
Y1400  ,¯¼ÅÖ         ,20160418,  520.50,  520.75,  511.82,  513.66,    26416,     1282479,  -1.3122,   0.1355,      492158,  -1.3209
Y1400  ,¯¼ÅÖ         ,20160419,  513.64,  518.58,  511.80,  514.76,    25102,     1245607,   0.2141,   0.1288,      493200,   0.2139
Y1400  ,¯¼ÅÖ         ,20160420,  514.78,  518.39,  505.11,  505.57,    38738,     2114639,  -1.7853,   0.1987,      484405,  -1.8014
Y1400  ,¯¼ÅÖ         ,20160421,  505.60,  511.09,  497.20,  511.09,    36549,     2631861,   1.0918,   0.1875,      489677,   1.0859
Y1400  ,¯¼ÅÖ         ,20160422,  513.96,  514.39,  501.74,  504.70,    34810,     2310254,  -1.2503,   0.1785,      483575,  -1.2582
Y1400  ,¯¼ÅÖ         ,20160425,  508.02,  513.49,  507.75,  512.24,    24458,     1974365,   1.4940,   0.1254,      490782,   1.4829
Y1400  ,¯¼ÅÖ         ,20160426,  513.24,  513.66,  508.87,  512.08,    26549,     1368296,  -0.0312,   0.1362,      490633,  -0.0312
Y1400  ,¯¼ÅÖ         ,20160427,  511.52,  514.63,  509.69,  511.01,    31621,     1777421,  -0.2090,   0.1622,      489611,  -0.2092
Y1400  ,¯¼ÅÖ         ,20160428,  511.50,  513.69,  505.27,  505.91,    29643,     1743238,  -0.9980,   0.1520,      484723,  -1.0030
Y1400  ,¯¼ÅÖ         ,20160429,  505.84,  505.84,  499.30,  501.85,    33016,     1972691,  -0.8025,   0.1693,      480880,  -0.8058
Y1400  ,¯¼ÅÖ         ,20160503,  501.74,  502.30,  492.17,  493.60,    29458,     1666490,  -1.6439,   0.1511,      472978,  -1.6576
Y1400  ,¯¼ÅÖ         ,20160504,  491.87,  494.66,  481.60,  483.70,    35906,     1972335,  -2.0057,   0.1841,      463518,  -2.0261
Y1400  ,¯¼ÅÖ         ,20160505,  484.78,  488.22,  480.55,  483.19,    30856,     2118340,  -0.1054,   0.1582,      463022,  -0.1055
Y1400  ,¯¼ÅÖ         ,20160506,  482.08,  484.75,  477.33,  484.27,    27992,     1786750,   0.2235,   0.1436,      464074,   0.2233
Y1400  ,¯¼ÅÖ         ,20160509,  479.47,  482.09,  470.10,  471.13,    30646,     2775924,  -2.7134,   0.1572,      451509,  -2.7509
Y1400  ,¯¼ÅÖ         ,20160510,  468.49,  474.42,  464.29,  474.16,    29075,     2359991,   0.6431,   0.1491,      454382,   0.6411
Y1400  ,¯¼ÅÖ         ,20160511,  473.73,  474.16,  466.33,  469.70,    29272,     1999088,  -0.9406,   0.1501,      450106,  -0.9451
Y1400  ,¯¼ÅÖ         ,20160512,  468.56,  469.39,  455.92,  458.82,    29980,     2685178,  -2.3164,   0.1538,      439704,  -2.3436
Y1400  ,¯¼ÅÖ         ,20160513,  457.40,  461.65,  452.06,  454.96,    43805,     2483612,  -0.8413,   0.2247,      435985,  -0.8448
Y1400  ,¯¼ÅÖ         ,20160516,  454.22,  455.61,  447.98,  455.28,    31438,     1631335,   0.0703,   0.1612,      436301,   0.0703
Y1400  ,¯¼ÅÖ         ,20160517,  456.27,  456.99,  450.33,  454.80,    29854,     1312566,  -0.1054,   0.1531,      435843,  -0.1055
Y1400  ,¯¼ÅÖ         ,20160518,  453.54,  458.76,  451.35,  458.39,    25946,     1550922,   0.7894,   0.1331,      439273,   0.7863
Y1400  ,¯¼ÅÖ         ,20160519,  458.88,  458.88,  452.31,  454.20,    23329,     1034781,  -0.9141,   0.1191,      436446,  -0.9183
Y1400  ,¯¼ÅÖ         ,20160520,  453.64,  460.75,  453.04,  457.65,    24525,     1074445,   0.7596,   0.1252,      439748,   0.7567
Y1400  ,¯¼ÅÖ         ,20160523,  456.79,  472.29,  455.36,  470.12,    36444,     2056213,   2.7248,   0.1860,      451727,   2.6883
Y1400  ,¯¼ÅÖ         ,20160524,  470.12,  470.12,  466.07,  466.91,    23662,     1130780,  -0.6828,   0.1208,      448645,  -0.6851
Y1400  ,¯¼ÅÖ         ,20160525,  466.91,  474.68,  466.91,  472.38,    26707,     1374944,   1.1715,   0.1363,      453902,   1.1647
Y1400  ,¯¼ÅÖ         ,20160526,  473.50,  478.26,  471.49,  477.44,    21739,     1562697,   1.0712,   0.1110,      458741,   1.0655
Y1400  ,¯¼ÅÖ         ,20160527,  477.44,  480.05,  475.62,  480.05,    21861,     1093368,   0.5467,   0.1116,      461244,   0.5452
Y1400  ,¯¼ÅÖ         ,20160530,  480.05,  488.82,  480.05,  486.96,    27380,     1665877,   1.4394,   0.1397,      467851,   1.4292
Y1400  ,¯¼ÅÖ         ,20160531,  486.40,  487.50,  482.53,  487.50,    33242,     1624595,   0.1109,   0.1697,      468382,   0.1108
Y1400  ,¯¼ÅÖ         ,20160601,  487.49,  490.24,  485.74,  487.95,    27058,     1372189,   0.0923,   0.1381,      468841,   0.0923
Y1400  ,¯¼ÅÖ         ,20160602,  486.83,  486.83,  476.66,  476.66,    25308,     2029833,  -2.3138,   0.1292,      458000,  -2.3409
Y1400  ,¯¼ÅÖ         ,20160603,  476.10,  478.72,  474.37,  477.26,    19406,     1301342,   0.1259,   0.0990,      458574,   0.1258
Y1400  ,¯¼ÅÖ         ,20160604,  477.82,  478.48,  476.88,  477.42,     8337,      420169,   0.0335,   0.0426,      458730,   0.0335
Y1400  ,¯¼ÅÖ         ,20160606,  477.42,  481.93,  475.18,  480.19,    23676,     1720741,   0.5802,   0.1208,      461388,   0.5785
Y1400  ,¯¼ÅÖ         ,20160607,  480.96,  483.09,  477.69,  480.21,    27172,     1449784,   0.0042,   0.1387,      461401,   0.0042
Y1400  ,¯¼ÅÖ         ,20160608,  481.62,  483.43,  478.32,  479.39,    26121,     1364300,  -0.1708,   0.1333,      460607,  -0.1709
Y1400  ,¯¼ÅÖ         ,20160613,  477.98,  477.98,  466.76,  470.61,    32618,     2060179,  -1.8315,   0.1665,      452200,  -1.8485
Y1400  ,¯¼ÅÖ         ,20160614,  469.17,  470.40,  466.65,  468.90,    20376,     1471712,  -0.3634,   0.1040,      450562,  -0.3640
Y1400  ,¯¼ÅÖ         ,20160615,  469.32,  471.22,  466.02,  471.15,    19146,     1208860,   0.4798,   0.0977,      452712,   0.4787
Y1400  ,¯¼ÅÖ         ,20160616,  470.31,  470.41,  462.87,  463.86,    18918,     1377462,  -1.5473,   0.0966,      445734,  -1.5594
Y1400  ,¯¼ÅÖ         ,20160617,  465.54,  469.07,  463.57,  463.91,    20580,     1289383,   0.0108,   0.1050,      445780,   0.0108
Y1400  ,¯¼ÅÖ         ,20160620,  464.86,  470.36,  464.86,  469.74,    38749,     1651627,   1.2567,   0.1978,      451370,   1.2489
Y1400  ,¯¼ÅÖ         ,20160621,  469.46,  471.80,  468.18,  470.44,    18281,      785369,   0.1490,   0.0933,      452034,   0.1489
Y1400  ,¯¼ÅÖ         ,20160622,  470.44,  471.00,  463.90,  468.61,    28549,     2265614,  -0.3890,   0.1457,      450281,  -0.3898
Y1400  ,¯¼ÅÖ         ,20160623,  468.97,  469.21,  463.20,  465.79,    25433,     1760567,  -0.6018,   0.1298,      447584,  -0.6036
Y1400  ,¯¼ÅÖ         ,20160624,  466.19,  470.76,  456.47,  459.68,    39069,     1990273,  -1.3117,   0.1994,      441732,  -1.3204
Y1400  ,¯¼ÅÖ         ,20160627,  458.42,  459.39,  455.20,  459.34,    18147,      998595,  -0.0740,   0.0926,      441422,  -0.0740
Y1400  ,¯¼ÅÖ         ,20160628,  458.36,  465.49,  456.11,  465.49,    19250,     1526076,   1.3389,   0.0983,      447302,   1.3300
Y1400  ,¯¼ÅÖ         ,20160629,  465.30,  470.26,  465.30,  469.22,    34762,     1749223,   0.8013,   0.1774,      450871,   0.7981
Y1400  ,¯¼ÅÖ         ,20160630,  470.19,  478.26,  469.65,  477.13,    41332,     2079631,   1.6858,   0.2109,      458674,   1.6717
Y1400  ,¯¼ÅÖ         ,20160701,  479.67,  481.96,  476.61,  479.26,    33661,     1263356,   0.4464,   0.1717,      460765,   0.4454
Y1400  ,¯¼ÅÖ         ,20160704,  479.02,  479.89,  475.41,  478.87,    25053,      855611,  -0.0814,   0.1278,      460343,  -0.0814
Y1400  ,¯¼ÅÖ         ,20160705,  478.09,  478.91,  475.00,  477.89,    32006,      954233,  -0.2046,   0.1633,      459447,  -0.2049
Y1400  ,¯¼ÅÖ         ,20160706,  477.90,  477.90,  466.23,  467.66,    26741,     1088000,  -2.1407,   0.1364,      449627,  -2.1639
Y1400  ,¯¼ÅÖ         ,20160707,  467.20,  471.65,  467.20,  468.60,    25615,      834396,   0.2010,   0.1307,      450534,   0.2008
Y1400  ,¯¼ÅÖ         ,20160711,  468.39,  477.23,  468.39,  477.09,    40394,     1706974,   1.8118,   0.2061,      458649,   1.7956
Y1400  ,¯¼ÅÖ         ,20160712,  474.07,  482.82,  473.89,  481.14,    37855,     2822976,   0.8489,   0.1931,      462545,   0.8453
Y1400  ,¯¼ÅÖ         ,20160713,  483.00,  489.20,  482.12,  488.83,    54144,     2104409,   1.5983,   0.2762,      469898,   1.5856
Y1400  ,¯¼ÅÖ         ,20160714,  483.05,  485.21,  480.60,  483.97,    38728,     1333117,  -0.9942,   0.1976,      465252,  -0.9992
Y1400  ,¯¼ÅÖ         ,20160715,  483.86,  497.98,  483.86,  497.85,    51667,     3606792,   2.8679,   0.2636,      478568,   2.8276
Y1400  ,¯¼ÅÖ         ,20160718,  499.88,  508.94,  499.51,  507.02,    47760,     3744523,   1.8419,   0.2437,      487374,   1.8252
Y1400  ,¯¼ÅÖ         ,20160719,  507.31,  509.14,  503.70,  508.45,    42272,     2291540,   0.2820,   0.2157,      488749,   0.2816
Y1400  ,¯¼ÅÖ         ,20160720,  508.18,  512.05,  503.65,  505.55,    37486,     2388236,  -0.5704,   0.1912,      485984,  -0.5720
Y1400  ,¯¼ÅÖ         ,20160721,  506.11,  507.74,  504.20,  505.30,    39511,     1558535,  -0.0495,   0.2016,      485733,  -0.0495
Y1400  ,¯¼ÅÖ         ,20160722,  505.30,  505.68,  501.70,  503.33,    32253,     1498685,  -0.3899,   0.1646,      483836,  -0.3906
Y1400  ,¯¼ÅÖ         ,20160725,  506.43,  510.56,  499.56,  501.34,    27647,     1580939,  -0.3954,   0.1411,      481930,  -0.3962
Y1400  ,¯¼ÅÖ         ,20160726,  500.34,  503.43,  498.32,  503.43,    27455,     1275403,   0.4169,   0.1401,      483939,   0.4160
Y1400  ,¯¼ÅÖ         ,20160727,  503.06,  504.24,  500.33,  502.04,    24670,     1232031,  -0.2761,   0.1259,      482630,  -0.2765
Y1400  ,¯¼ÅÖ         ,20160728,  501.97,  507.32,  501.89,  504.56,    60447,     1694442,   0.5020,   0.3084,      485080,   0.5007
Y1400  ,¯¼ÅÖ         ,20160729,  504.56,  505.75,  501.28,  503.85,    31171,     1233319,  -0.1407,   0.1590,      484391,  -0.1408
Y1400  ,¯¼ÅÖ         ,20160801,  503.87,  507.62,  503.87,  507.10,    28875,     1751021,   0.6450,   0.1473,      487500,   0.6430
Y1400  ,¯¼ÅÖ         ,20160802,  504.82,  506.63,  503.63,  504.15,    36639,     1640989,  -0.5817,   0.1869,      484707,  -0.5834
Y1400  ,¯¼ÅÖ         ,20160803,  504.15,  504.15,  497.14,  501.19,    38617,     1222699,  -0.5871,   0.1969,      481881,  -0.5889
Y1400  ,¯¼ÅÖ         ,20160804,  501.48,  510.78,  500.70,  508.78,    47101,     2640899,   1.5144,   0.2402,      489172,   1.5030
